# seed = 1 mean = 50 standard_deviation = 10 number_of_pages = 500
Capacity of LRU = 5
------------------------------------------------------------
Page Faults = 419
Page Hits = 81
------------------------------------------------------------
[66] <-- Page - 66 | Page Fault Here
[66, 43] <-- Page - 43 | Page Fault Here
[66, 43, 44] <-- Page - 44 | Page Fault Here
[66, 43, 44, 39] <-- Page - 39 | Page Fault Here
[48, 61, 49, 54, 60] <-- Page - 60 | Page Fault Here
[61, 49, 54, 60, 58] <-- Page - 58 | Page Fault Here
[49, 54, 60, 58, 67] <-- Page - 67 | Page Fault Here
[49, 60, 58, 67, 54] <-- Page - 54
[60, 58, 67, 54, 33] <-- Page - 33 | Page Fault Here
[58, 67, 54, 33, 38] <-- Page - 38 | Page Fault Here
[67, 54, 33, 38, 63] <-- Page - 63 | Page Fault Here
[54, 33, 38, 63, 46] <-- Page - 46 | Page Fault Here
[33, 38, 63, 46, 53] <-- Page - 53 | Page Fault Here
[38, 63, 46, 53, 41] <-- Page - 41 | Page Fault Here
[63, 46, 53, 41, 60] <-- Page - 60 | Page Fault Here
[63, 53, 41, 60, 46] <-- Page - 46
[53, 41, 60, 46, 64] <-- Page - 64 | Page Fault Here
[41, 60, 46, 64, 44] <-- Page - 44 | Page Fault Here
[60, 46, 64, 44, 61] <-- Page - 61 | Page Fault Here
[46, 64, 44, 61, 56] <-- Page - 56 | Page Fault Here
[64, 44, 61, 56, 42] <-- Page - 42 | Page Fault Here
[44, 61, 56, 42, 60] <-- Page - 60 | Page Fault Here
[61, 56, 42, 60, 40] <-- Page - 40 | Page Fault Here
[56, 42, 60, 40, 41] <-- Page - 41 | Page Fault Here
[42, 60, 40, 41, 57] <-- Page - 57 | Page Fault Here
[60, 40, 41, 57, 43] <-- Page - 43 | Page Fault Here
[40, 41, 57, 43, 44] <-- Page - 44 | Page Fault Here
[41, 57, 43, 44, 46] <-- Page - 46 | Page Fault Here
[57, 43, 44, 46, 39] <-- Page - 39 | Page Fault Here
[43, 44, 46, 39, 60] <-- Page - 60 | Page Fault Here
[44, 46, 39, 60, 56] <-- Page - 56 | Page Fault Here
[46, 39, 60, 56, 49] <-- Page - 49 | Page Fault Here
[39, 60, 56, 49, 48] <-- Page - 48 | Page Fault Here
[60, 56, 49, 48, 54] <-- Page - 54 | Page Fault Here
[56, 49, 48, 54, 67] <-- Page - 67 | Page Fault Here
[49, 48, 54, 67, 58] <-- Page - 58 | Page Fault Here
[48, 54, 67, 58, 44] <-- Page - 44 | Page Fault Here
[54, 67, 58, 44, 57] <-- Page - 57 | Page Fault Here
[67, 58, 44, 57, 48] <-- Page - 48 | Page Fault Here
[67, 58, 44, 57, 48] <-- Page - 48
[58, 44, 57, 48, 68] <-- Page - 68 | Page Fault Here
[44, 57, 48, 68, 45] <-- Page - 45 | Page Fault Here
[44, 57, 48, 68, 45] <-- Page - 45
[57, 48, 68, 45, 30] <-- Page - 30 | Page Fault Here
[48, 68, 45, 30, 35] <-- Page - 35 | Page Fault Here
[68, 45, 30, 35, 54] <-- Page - 54 | Page Fault Here
[45, 30, 35, 54, 43] <-- Page - 43 | Page Fault Here
[30, 35, 54, 43, 55] <-- Page - 55 | Page Fault Here
[35, 54, 43, 55, 38] <-- Page - 38 | Page Fault Here
[54, 43, 55, 38, 42] <-- Page - 42 | Page Fault Here
[43, 55, 38, 42, 56] <-- Page - 56 | Page Fault Here
[55, 38, 42, 56, 64] <-- Page - 64 | Page Fault Here
[38, 42, 56, 64, 55] <-- Page - 55
[42, 56, 64, 55, 61] <-- Page - 61 | Page Fault Here
[56, 64, 55, 61, 67] <-- Page - 67 | Page Fault Here
[64, 55, 61, 67, 60] <-- Page - 60 | Page Fault Here
[55, 61, 67, 60, 40] <-- Page - 40 | Page Fault Here
[61, 67, 60, 40, 48] <-- Page - 48 | Page Fault Here
[67, 60, 40, 48, 56] <-- Page - 56 | Page Fault Here
[60, 40, 48, 56, 45] <-- Page - 45 | Page Fault Here
[40, 48, 56, 45, 54] <-- Page - 54 | Page Fault Here
[48, 56, 45, 54, 34] <-- Page - 34 | Page Fault Here
[56, 45, 54, 34, 41] <-- Page - 41 | Page Fault Here
[45, 54, 34, 41, 55] <-- Page - 55 | Page Fault Here
[54, 34, 41, 55, 27] <-- Page - 27 | Page Fault Here
[34, 41, 55, 27, 38] <-- Page - 38 | Page Fault Here
[41, 55, 27, 38, 49] <-- Page - 49 | Page Fault Here
------------------------------------------------------------
